"","Bio_Nurs_WW","Bio_Blu_WW","Bio_Rec_WW","Bio_Coast_WW","Nurs_Blu_WW","Nurs_Rec_WW","Nurs_Coast_WW","Blue_Rec_WW","Blue_Coast_WW","Rec_Coast_WW"
"1",0.10193213627364,0.0387890255439924,0.0861414819221879,0.0507271113538609,0.0265485862536453,0.0992532194143446,0.0589784353695052,0.0774545088056387,0.0229951200798473,0.0460422579627878
