"","Bio_Nurs_WW","Bio_Blu_WW","Bio_Rec_WW","Bio_Coast_WW","Nurs_Blu_WW","Nurs_Rec_WW","Nurs_Coast_WW","Blue_Rec_WW","Blue_Coast_WW","Rec_Coast_WW"
"1",0.0932543474106631,0.0775845595260845,0.0496846932925664,0.103955665965985,0.0248423466462832,0.0510223581119817,0.09210777756545,0.0414676094018727,0.0622969615899102,0.0196827823428244
