"","Bio_Nurs_WW","Bio_Blu_WW","Bio_Rec_WW","Bio_Coast_WW","Nurs_Blu_WW","Nurs_Rec_WW","Nurs_Coast_WW","Blue_Rec_WW","Blue_Coast_WW","Rec_Coast_WW"
"1",0.0548549810844893,0.0258511979823455,0.0580075662042875,0.0245901639344262,0.0119798234552333,0.0756620428751576,0.0318411097099622,0.0504413619167718,0.0138713745271122,0.0277427490542245
