"","Bio_Nurs_WW","Bio_Blu_WW","Bio_Rec_WW","Bio_Coast_WW","Nurs_Blu_WW","Nurs_Rec_WW","Nurs_Coast_WW","Blue_Rec_WW","Blue_Coast_WW","Rec_Coast_WW"
"1",0.0682209057901777,0.0586661570800688,0.0363080450984139,0.0743359449646474,0.0145232180393656,0.0443340340149054,0.0691763806611886,0.0238868717752723,0.0510223581119817,0.0080259889164915
