"","Bio_Nurs_WW","Bio_Blu_WW","Bio_Rec_WW","Bio_Coast_WW","Nurs_Blu_WW","Nurs_Rec_WW","Nurs_Coast_WW","Blue_Rec_WW","Blue_Coast_WW","Rec_Coast_WW"
"1",0.0844892812105927,0.0315258511979823,0.0766078184110971,0.0422446406052963,0.0198612862547289,0.0955233291298865,0.0510718789407314,0.0766078184110971,0.0198612862547289,0.0450819672131148
