"","Bio_Nurs_WW","Bio_Blu_WW","Bio_Rec_WW","Bio_Coast_WW","Nurs_Blu_WW","Nurs_Rec_WW","Nurs_Coast_WW","Blue_Rec_WW","Blue_Coast_WW","Rec_Coast_WW"
"1",0.0308483290488432,0.0308483290488432,0.0334190231362468,0.0231362467866324,0.0025706940874036,0.0437017994858612,0.012853470437018,0.0308483290488432,0.0154241645244216,0.0115681233933162
