"","Bio_Nurs_WW","Bio_Blu_WW","Bio_Rec_WW","Bio_Coast_WW","Nurs_Blu_WW","Nurs_Rec_WW","Nurs_Coast_WW","Blue_Rec_WW","Blue_Coast_WW","Rec_Coast_WW"
"1",0.0776138133276114,0.0309668484038662,0.0661633944217408,0.0310513773338925,0.0185638534788531,0.0824807290295104,0.0413704090224879,0.0546349488112306,0.017676299713577,0.0277970135278799
