,Bio_Nurs_WW,Bio_Blu_WW,Bio_Rec_WW,Bio_Coast_WW,Nurs_Blu_WW,Nurs_Rec_WW,Nurs_Coast_WW,Blue_Rec_WW,Blue_Coast_WW,Rec_Coast_WW
1,0.143864598,0.057827927,0.076163611,0.057827927,0.012693935,0.09167842,0.047954866,0.04090268,0.038081805,0.016925247
