"","Bio_Nurs_WW","Bio_Blu_WW","Bio_Rec_WW","Bio_Coast_WW","Nurs_Blu_WW","Nurs_Rec_WW","Nurs_Coast_WW","Blue_Rec_WW","Blue_Coast_WW","Rec_Coast_WW"
"1",0.170662905500705,0.0818053596614951,0.104372355430183,0.077574047954866,0.0296191819464034,0.105782792665726,0.073342736248237,0.0691114245416079,0.0465444287729196,0.0267983074753173
