"","Bio_Nurs_WW","Bio_Blu_WW","Bio_Rec_WW","Bio_Coast_WW","Nurs_Blu_WW","Nurs_Rec_WW","Nurs_Coast_WW","Blue_Rec_WW","Blue_Coast_WW","Rec_Coast_WW"
"1",0.126854595177055,0.0752556571448119,0.0562132145429529,0.131235117152832,0.0292402217437328,0.0580889521525372,0.11892214453632,0.0381704051555228,0.0609263141090816,0.0251219609534904
