"","Bio_Nurs_WW","Bio_Blu_WW","Bio_Rec_WW","Bio_Coast_WW","Nurs_Blu_WW","Nurs_Rec_WW","Nurs_Coast_WW","Blue_Rec_WW","Blue_Coast_WW","Rec_Coast_WW"
"1",0.0657572411643636,0.0633645829572039,0.0351467997483813,0.0863485451155755,0.0164559391706085,0.0424806107264825,0.0725779324316363,0.0288924406063935,0.0561029888272934,0.0123224748333786
